wave;original_name;routing;label_english
3;v2b_bokind3_v2_col2_bokind3;if (v0a > 2 || p_v0a > 2) ;Number of (whole) hours spent in a normal week before the school was closed on March 16: Watching television, gaming, smartphone, laptop, computer, etc. (digital activities)
3;v2c_bokind3_v2_col2_bokind3;if (v0a > 2 || p_v0a > 2) ;Number of (whole) hours spent in a normal week before the school was closed on March 16: Engaged in learning activities, such as doing school and homework, but not at school
3;v2d_bokind3_v2_col2_bokind3;if (v0a > 2 || p_v0a > 2) ;Number of (whole) hours spent in a normal week before the school was closed on March 16: learning activities, such as school and homework, accompanied by an adult (not at school)
3;v2e_bokind3_v2_col2_bokind3;if (v0a > 2 || p_v0a > 2) ;Number of (whole) hours spent in a normal week before the school was closed on March 16: Reading books yourself (not at school)
3;v2f_bokind3_v2_col2_bokind3;if (v0a > 2 || p_v0a > 2) ;Number of (whole) hours spent in a normal week before the school was closed on March 16: To be read aloud by an adult (not at school)
3;v2g_bokind3_v2_col2_bokind3;if (v0a > 2 || p_v0a > 2) ;Number of (whole) hours spent in a normal week before the school was closed on March 16: Free play/other indoor and outdoor activities (not at school)
3;v2h_bokind3_v2_col2_bokind3;if (v0a > 2 || p_v0a > 2) ;Number of (whole) hours spent in a normal week before the school was closed on March 16: Free play/other indoor and outdoor activities supervised by an adult (not at school)
3;v2i_bokind3_v2_col2_bokind3;if (v0a > 2 || p_v0a > 2) ;Number of (whole) hours spent in a normal week before the school was closed on March 16: Domestic chores/ taking care of younger siblings
3;v2j_bokind3_v2_col2_bokind3;if (v0a > 2 || p_v0a > 2) ;Number of (whole) hours spent in a normal week before the school was closed on March 16: Sleep and rest (e.g. also lazing, thinking, being sick, etc.)
3;v2k_bokind3_v2_col2_bokind3;if (v0a > 2 || p_v0a > 2) ;Number of (whole) hours spent in a normal week before the school was closed on March 16: Other activities (e.g. eating, showering, chatting)
3;v2a_bokind4_v2_col1_bokind4;if (v0a > 3 || p_v0a > 3) ;Number of (whole) hours spent in a normal week when the school was closed: At School/After-school care
3;v2b_bokind4_v2_col1_bokind4;if (v0a > 3 || p_v0a > 3) ;Number of (whole) hours spent in a normal week when the school was closed: Watching television, gaming, smartphone, laptop, computer, etc. (digital activities)
3;v2c_bokind4_v2_col1_bokind4;if (v0a > 3 || p_v0a > 3) ;Number of (whole) hours spent in a normal week when the school was closed: Engaged in learning activities, such as doing school and homework, but not at school
3;v2d_bokind4_v2_col1_bokind4;if (v0a > 3 || p_v0a > 3) ;Number of (whole) hours spent in a normal week when the school was closed: learning activities, such as school and homework, accompanied by an adult (not at school)
3;v2e_bokind4_v2_col1_bokind4;if (v0a > 3 || p_v0a > 3) ;Number of (whole) hours spent in a normal week when the school was closed: Reading books yourself (not at school)
3;v2f_bokind4_v2_col1_bokind4;if (v0a > 3 || p_v0a > 3) ;Number of (whole) hours spent in a normal week when the school was closed: To be read aloud by an adult (not at school)
3;v2g_bokind4_v2_col1_bokind4;if (v0a > 3 || p_v0a > 3) ;Number of (whole) hours spent in a normal week when the school was closed: Free play/other indoor and outdoor activities (not at school)
3;v2h_bokind4_v2_col1_bokind4;if (v0a > 3 || p_v0a > 3) ;Number of (whole) hours spent in a normal week when the school was closed: Free play/other indoor and outdoor activities supervised by an adult (not at school)
3;v2i_bokind4_v2_col1_bokind4;if (v0a > 3 || p_v0a > 3) ;Number of (whole) hours spent in a normal week when the school was closed: Domestic chores/ taking care of younger siblings
3;v2j_bokind4_v2_col1_bokind4;if (v0a > 3 || p_v0a > 3) ;Number of (whole) hours spent in a normal week when the school was closed: Sleep and rest (e.g. also lazing, thinking, being sick, etc.)
3;v2k_bokind4_v2_col1_bokind4;if (v0a > 3 || p_v0a > 3) ;Number of (whole) hours spent in a normal week when the school was closed: Other activities (e.g. eating, showering, chatting)
3;v2a_bokind4_v2_col2_bokind4;if (v0a > 3 || p_v0a > 3) ;Number of (whole) hours spent in a normal week before the school was closed on March 16: At School/After-school care
3;v2b_bokind4_v2_col2_bokind4;if (v0a > 3 || p_v0a > 3) ;Number of (whole) hours spent in a normal week before the school was closed on March 16: Watching television, gaming, smartphone, laptop, computer, etc. (digital activities)
3;v2c_bokind4_v2_col2_bokind4;if (v0a > 3 || p_v0a > 3) ;Number of (whole) hours spent in a normal week before the school was closed on March 16: Engaged in learning activities, such as doing school and homework, but not at school
3;v2d_bokind4_v2_col2_bokind4;if (v0a > 3 || p_v0a > 3) ;Number of (whole) hours spent in a normal week before the school was closed on March 16: learning activities, such as school and homework, accompanied by an adult (not at school)
3;v2e_bokind4_v2_col2_bokind4;if (v0a > 3 || p_v0a > 3) ;Number of (whole) hours spent in a normal week before the school was closed on March 16: Reading books yourself (not at school)
3;v2f_bokind4_v2_col2_bokind4;if (v0a > 3 || p_v0a > 3) ;Number of (whole) hours spent in a normal week before the school was closed on March 16: To be read aloud by an adult (not at school)
3;v2g_bokind4_v2_col2_bokind4;if (v0a > 3 || p_v0a > 3) ;Number of (whole) hours spent in a normal week before the school was closed on March 16: Free play/other indoor and outdoor activities (not at school)
3;v2h_bokind4_v2_col2_bokind4;if (v0a > 3 || p_v0a > 3) ;Number of (whole) hours spent in a normal week before the school was closed on March 16: Free play/other indoor and outdoor activities supervised by an adult (not at school)
3;v2i_bokind4_v2_col2_bokind4;if (v0a > 3 || p_v0a > 3) ;Number of (whole) hours spent in a normal week before the school was closed on March 16: Domestic chores/ taking care of younger siblings
3;v2j_bokind4_v2_col2_bokind4;if (v0a > 3 || p_v0a > 3) ;Number of (whole) hours spent in a normal week before the school was closed on March 16: Sleep and rest (e.g. also lazing, thinking, being sick, etc.)
3;v2k_bokind4_v2_col2_bokind4;if (v0a > 3 || p_v0a > 3) ;Number of (whole) hours spent in a normal week before the school was closed on March 16: Other activities (e.g. eating, showering, chatting)
3;v2a_bokind5_v2_col1_bokind5;if (v0a > 4 || p_v0a > 4) ;Number of (whole) hours spent in a normal week when the school was closed: At School/After-school care
3;v2b_bokind5_v2_col1_bokind5;if (v0a > 4 || p_v0a > 4) ;Number of (whole) hours spent in a normal week when the school was closed: Watching television, gaming, smartphone, laptop, computer, etc. (digital activities)
3;v2c_bokind5_v2_col1_bokind5;if (v0a > 4 || p_v0a > 4) ;Number of (whole) hours spent in a normal week when the school was closed: Engaged in learning activities, such as doing school and homework, but not at school
3;v2d_bokind5_v2_col1_bokind5;if (v0a > 4 || p_v0a > 4) ;Number of (whole) hours spent in a normal week when the school was closed: learning activities, such as school and homework, accompanied by an adult (not at school)
3;v2e_bokind5_v2_col1_bokind5;if (v0a > 4 || p_v0a > 4) ;Number of (whole) hours spent in a normal week when the school was closed: Reading books yourself (not at school)
3;v2f_bokind5_v2_col1_bokind5;if (v0a > 4 || p_v0a > 4) ;Number of (whole) hours spent in a normal week when the school was closed: To be read aloud by an adult (not at school)
3;v2g_bokind5_v2_col1_bokind5;if (v0a > 4 || p_v0a > 4) ;Number of (whole) hours spent in a normal week when the school was closed: Free play/other indoor and outdoor activities (not at school)
3;v2h_bokind5_v2_col1_bokind5;if (v0a > 4 || p_v0a > 4) ;Number of (whole) hours spent in a normal week when the school was closed: Free play/other indoor and outdoor activities supervised by an adult (not at school)
3;v2i_bokind5_v2_col1_bokind5;if (v0a > 4 || p_v0a > 4) ;Number of (whole) hours spent in a normal week when the school was closed: Domestic chores/ taking care of younger siblings
3;v2j_bokind5_v2_col1_bokind5;if (v0a > 4 || p_v0a > 4) ;Number of (whole) hours spent in a normal week when the school was closed: Sleep and rest (e.g. also lazing, thinking, being sick, etc.)
3;v2k_bokind5_v2_col1_bokind5;if (v0a > 4 || p_v0a > 4) ;Number of (whole) hours spent in a normal week when the school was closed: Other activities (e.g. eating, showering, chatting)
3;v2a_bokind5_v2_col2_bokind5;if (v0a > 4 || p_v0a > 4) ;Number of (whole) hours spent in a normal week before the school was closed on March 16: At School/After-school care
3;v2b_bokind5_v2_col2_bokind5;if (v0a > 4 || p_v0a > 4) ;Number of (whole) hours spent in a normal week before the school was closed on March 16: Watching television, gaming, smartphone, laptop, computer, etc. (digital activities)
3;v2c_bokind5_v2_col2_bokind5;if (v0a > 4 || p_v0a > 4) ;Number of (whole) hours spent in a normal week before the school was closed on March 16: Engaged in learning activities, such as doing school and homework, but not at school
3;v2d_bokind5_v2_col2_bokind5;if (v0a > 4 || p_v0a > 4) ;Number of (whole) hours spent in a normal week before the school was closed on March 16: learning activities, such as school and homework, accompanied by an adult (not at school)
3;v2e_bokind5_v2_col2_bokind5;if (v0a > 4 || p_v0a > 4) ;Number of (whole) hours spent in a normal week before the school was closed on March 16: Reading books yourself (not at school)
3;v2f_bokind5_v2_col2_bokind5;if (v0a > 4 || p_v0a > 4) ;Number of (whole) hours spent in a normal week before the school was closed on March 16: To be read aloud by an adult (not at school)
3;v2g_bokind5_v2_col2_bokind5;if (v0a > 4 || p_v0a > 4) ;Number of (whole) hours spent in a normal week before the school was closed on March 16: Free play/other indoor and outdoor activities (not at school)
3;v2h_bokind5_v2_col2_bokind5;if (v0a > 4 || p_v0a > 4) ;Number of (whole) hours spent in a normal week before the school was closed on March 16: Free play/other indoor and outdoor activities supervised by an adult (not at school)
3;v2i_bokind5_v2_col2_bokind5;if (v0a > 4 || p_v0a > 4) ;Number of (whole) hours spent in a normal week before the school was closed on March 16: Domestic chores/ taking care of younger siblings
3;v2j_bokind5_v2_col2_bokind5;if (v0a > 4 || p_v0a > 4) ;Number of (whole) hours spent in a normal week before the school was closed on March 16: Sleep and rest (e.g. also lazing, thinking, being sick, etc.)
3;v2k_bokind5_v2_col2_bokind5;if (v0a > 4 || p_v0a > 4) ;Number of (whole) hours spent in a normal week before the school was closed on March 16: Other activities (e.g. eating, showering, chatting)
3;v2a_vokind1_v2_col1_vokind1;if (v0b > 0 || p_v0b > 0) ;Number of (whole) hours spent in a normal week when the school was closed: At School/After-school care
3;v2b_vokind1_v2_col1_vokind1;if (v0b > 0 || p_v0b > 0) ;Number of (whole) hours spent in a normal week when the school was closed: Watching television, gaming, smartphone, laptop, computer, etc. (digital activities)
3;v2c_vokind1_v2_col1_vokind1;if (v0b > 0 || p_v0b > 0) ;Number of (whole) hours spent in a normal week when the school was closed: Engaged in learning activities, such as doing school and homework, but not at school
3;v2d_vokind1_v2_col1_vokind1;if (v0b > 0 || p_v0b > 0) ;Number of (whole) hours spent in a normal week when the school was closed: learning activities, such as school and homework, accompanied by an adult (not at school)
3;v2e_vokind1_v2_col1_vokind1;if (v0b > 0 || p_v0b > 0) ;Number of (whole) hours spent in a normal week when the school was closed: Reading books yourself (not at school)
3;v2f_vokind1_v2_col1_vokind1;if (v0b > 0 || p_v0b > 0) ;Number of (whole) hours spent in a normal week when the school was closed: To be read aloud by an adult (not at school)
3;v2g_vokind1_v2_col1_vokind1;if (v0b > 0 || p_v0b > 0) ;Number of (whole) hours spent in a normal week when the school was closed: Free play/other indoor and outdoor activities (not at school)
3;v2h_vokind1_v2_col1_vokind1;if (v0b > 0 || p_v0b > 0) ;Number of (whole) hours spent in a normal week when the school was closed: Free play/other indoor and outdoor activities supervised by an adult (not at school)
3;v2i_vokind1_v2_col1_vokind1;if (v0b > 0 || p_v0b > 0) ;Number of (whole) hours spent in a normal week when the school was closed: Domestic chores/ taking care of younger siblings
3;v2j_vokind1_v2_col1_vokind1;if (v0b > 0 || p_v0b > 0) ;Number of (whole) hours spent in a normal week when the school was closed: Sleep and rest (e.g. also lazing, thinking, being sick, etc.)
3;v2k_vokind1_v2_col1_vokind1;if (v0b > 0 || p_v0b > 0) ;Number of (whole) hours spent in a normal week when the school was closed: Other activities (e.g. eating, showering, chatting)
3;v2a_vokind1_v2_col2_vokind1;if (v0b > 0 || p_v0b > 0) ;Number of (whole) hours spent in a normal week before the school was closed on March 16: At School/After-school care
3;v2b_vokind1_v2_col2_vokind1;if (v0b > 0 || p_v0b > 0) ;Number of (whole) hours spent in a normal week before the school was closed on March 16: Watching television, gaming, smartphone, laptop, computer, etc. (digital activities)
3;v2c_vokind1_v2_col2_vokind1;if (v0b > 0 || p_v0b > 0) ;Number of (whole) hours spent in a normal week before the school was closed on March 16: Engaged in learning activities, such as doing school and homework, but not at school
3;v2d_vokind1_v2_col2_vokind1;if (v0b > 0 || p_v0b > 0) ;Number of (whole) hours spent in a normal week before the school was closed on March 16: learning activities, such as school and homework, accompanied by an adult (not at school)
3;v2e_vokind1_v2_col2_vokind1;if (v0b > 0 || p_v0b > 0) ;Number of (whole) hours spent in a normal week before the school was closed on March 16: Reading books yourself (not at school)
3;v2f_vokind1_v2_col2_vokind1;if (v0b > 0 || p_v0b > 0) ;Number of (whole) hours spent in a normal week before the school was closed on March 16: To be read aloud by an adult (not at school)
3;v2g_vokind1_v2_col2_vokind1;if (v0b > 0 || p_v0b > 0) ;Number of (whole) hours spent in a normal week before the school was closed on March 16: Free play/other indoor and outdoor activities (not at school)
3;v2h_vokind1_v2_col2_vokind1;if (v0b > 0 || p_v0b > 0) ;Number of (whole) hours spent in a normal week before the school was closed on March 16: Free play/other indoor and outdoor activities supervised by an adult (not at school)
3;v2i_vokind1_v2_col2_vokind1;if (v0b > 0 || p_v0b > 0) ;Number of (whole) hours spent in a normal week before the school was closed on March 16: Domestic chores/ taking care of younger siblings
3;v2j_vokind1_v2_col2_vokind1;if (v0b > 0 || p_v0b > 0) ;Number of (whole) hours spent in a normal week before the school was closed on March 16: Sleep and rest (e.g. also lazing, thinking, being sick, etc.)
3;v2k_vokind1_v2_col2_vokind1;if (v0b > 0 || p_v0b > 0) ;Number of (whole) hours spent in a normal week before the school was closed on March 16: Other activities (e.g. eating, showering, chatting)
3;v2a_vokind2_v2_col1_vokind2;if (v0b > 1 || p_v0b > 1) ;Number of (whole) hours spent in a normal week when the school was closed: At School/After-school care
3;v2b_vokind2_v2_col1_vokind2;if (v0b > 1 || p_v0b > 1) ;Number of (whole) hours spent in a normal week when the school was closed: Watching television, gaming, smartphone, laptop, computer, etc. (digital activities)
3;v2c_vokind2_v2_col1_vokind2;if (v0b > 1 || p_v0b > 1) ;Number of (whole) hours spent in a normal week when the school was closed: Engaged in learning activities, such as doing school and homework, but not at school
3;v2d_vokind2_v2_col1_vokind2;if (v0b > 1 || p_v0b > 1) ;Number of (whole) hours spent in a normal week when the school was closed: learning activities, such as school and homework, accompanied by an adult (not at school)
3;v2e_vokind2_v2_col1_vokind2;if (v0b > 1 || p_v0b > 1) ;Number of (whole) hours spent in a normal week when the school was closed: Reading books yourself (not at school)
3;v2f_vokind2_v2_col1_vokind2;if (v0b > 1 || p_v0b > 1) ;Number of (whole) hours spent in a normal week when the school was closed: To be read aloud by an adult (not at school)
3;v2g_vokind2_v2_col1_vokind2;if (v0b > 1 || p_v0b > 1) ;Number of (whole) hours spent in a normal week when the school was closed: Free play/other indoor and outdoor activities (not at school)
3;v2h_vokind2_v2_col1_vokind2;if (v0b > 1 || p_v0b > 1) ;Number of (whole) hours spent in a normal week when the school was closed: Free play/other indoor and outdoor activities supervised by an adult (not at school)
3;v2i_vokind2_v2_col1_vokind2;if (v0b > 1 || p_v0b > 1) ;Number of (whole) hours spent in a normal week when the school was closed: Domestic chores/ taking care of younger siblings
3;v2j_vokind2_v2_col1_vokind2;if (v0b > 1 || p_v0b > 1) ;Number of (whole) hours spent in a normal week when the school was closed: Sleep and rest (e.g. also lazing, thinking, being sick, etc.)
3;v2k_vokind2_v2_col1_vokind2;if (v0b > 1 || p_v0b > 1) ;Number of (whole) hours spent in a normal week when the school was closed: Other activities (e.g. eating, showering, chatting)
3;v2a_vokind2_v2_col2_vokind2;if (v0b > 1 || p_v0b > 1) ;Number of (whole) hours spent in a normal week before the school was closed on March 16: At School/After-school care
3;v2b_vokind2_v2_col2_vokind2;if (v0b > 1 || p_v0b > 1) ;Number of (whole) hours spent in a normal week before the school was closed on March 16: Watching television, gaming, smartphone, laptop, computer, etc. (digital activities)
3;v2c_vokind2_v2_col2_vokind2;if (v0b > 1 || p_v0b > 1) ;Number of (whole) hours spent in a normal week before the school was closed on March 16: Engaged in learning activities, such as doing school and homework, but not at school
3;v2d_vokind2_v2_col2_vokind2;if (v0b > 1 || p_v0b > 1) ;Number of (whole) hours spent in a normal week before the school was closed on March 16: learning activities, such as school and homework, accompanied by an adult (not at school)
3;v2e_vokind2_v2_col2_vokind2;if (v0b > 1 || p_v0b > 1) ;Number of (whole) hours spent in a normal week before the school was closed on March 16: Reading books yourself (not at school)
3;v2f_vokind2_v2_col2_vokind2;if (v0b > 1 || p_v0b > 1) ;Number of (whole) hours spent in a normal week before the school was closed on March 16: To be read aloud by an adult (not at school)
3;v2g_vokind2_v2_col2_vokind2;if (v0b > 1 || p_v0b > 1) ;Number of (whole) hours spent in a normal week before the school was closed on March 16: Free play/other indoor and outdoor activities (not at school)
3;v2h_vokind2_v2_col2_vokind2;if (v0b > 1 || p_v0b > 1) ;Number of (whole) hours spent in a normal week before the school was closed on March 16: Free play/other indoor and outdoor activities supervised by an adult (not at school)
3;v2i_vokind2_v2_col2_vokind2;if (v0b > 1 || p_v0b > 1) ;Number of (whole) hours spent in a normal week before the school was closed on March 16: Domestic chores/ taking care of younger siblings
3;v2j_vokind2_v2_col2_vokind2;if (v0b > 1 || p_v0b > 1) ;Number of (whole) hours spent in a normal week before the school was closed on March 16: Sleep and rest (e.g. also lazing, thinking, being sick, etc.)
3;v2k_vokind2_v2_col2_vokind2;if (v0b > 1 || p_v0b > 1) ;Number of (whole) hours spent in a normal week before the school was closed on March 16: Other activities (e.g. eating, showering, chatting)
3;v2a_vokind3_v2_col1_vokind3;if (v0b > 2 || p_v0b > 2) ;Number of (whole) hours spent in a normal week when the school was closed: At School/After-school care
3;v2b_vokind3_v2_col1_vokind3;if (v0b > 2 || p_v0b > 2) ;Number of (whole) hours spent in a normal week when the school was closed: Watching television, gaming, smartphone, laptop, computer, etc. (digital activities)
3;v2c_vokind3_v2_col1_vokind3;if (v0b > 2 || p_v0b > 2) ;Number of (whole) hours spent in a normal week when the school was closed: Engaged in learning activities, such as doing school and homework, but not at school
3;v2d_vokind3_v2_col1_vokind3;if (v0b > 2 || p_v0b > 2) ;Number of (whole) hours spent in a normal week when the school was closed: learning activities, such as school and homework, accompanied by an adult (not at school)
3;v2e_vokind3_v2_col1_vokind3;if (v0b > 2 || p_v0b > 2) ;Number of (whole) hours spent in a normal week when the school was closed: Reading books yourself (not at school)
3;v2f_vokind3_v2_col1_vokind3;if (v0b > 2 || p_v0b > 2) ;Number of (whole) hours spent in a normal week when the school was closed: To be read aloud by an adult (not at school)
3;v2g_vokind3_v2_col1_vokind3;if (v0b > 2 || p_v0b > 2) ;Number of (whole) hours spent in a normal week when the school was closed: Free play/other indoor and outdoor activities (not at school)
3;v2h_vokind3_v2_col1_vokind3;if (v0b > 2 || p_v0b > 2) ;Number of (whole) hours spent in a normal week when the school was closed: Free play/other indoor and outdoor activities supervised by an adult (not at school)
3;v2i_vokind3_v2_col1_vokind3;if (v0b > 2 || p_v0b > 2) ;Number of (whole) hours spent in a normal week when the school was closed: Domestic chores/ taking care of younger siblings
3;v2j_vokind3_v2_col1_vokind3;if (v0b > 2 || p_v0b > 2) ;Number of (whole) hours spent in a normal week when the school was closed: Sleep and rest (e.g. also lazing, thinking, being sick, etc.)
3;v2k_vokind3_v2_col1_vokind3;if (v0b > 2 || p_v0b > 2) ;Number of (whole) hours spent in a normal week when the school was closed: Other activities (e.g. eating, showering, chatting)
3;v2a_vokind3_v2_col2_vokind3;if (v0b > 2 || p_v0b > 2) ;Number of (whole) hours spent in a normal week before the school was closed on March 16: At School/After-school care
3;v2b_vokind3_v2_col2_vokind3;if (v0b > 2 || p_v0b > 2) ;Number of (whole) hours spent in a normal week before the school was closed on March 16: Watching television, gaming, smartphone, laptop, computer, etc. (digital activities)
3;v2c_vokind3_v2_col2_vokind3;if (v0b > 2 || p_v0b > 2) ;Number of (whole) hours spent in a normal week before the school was closed on March 16: Engaged in learning activities, such as doing school and homework, but not at school
3;v2d_vokind3_v2_col2_vokind3;if (v0b > 2 || p_v0b > 2) ;Number of (whole) hours spent in a normal week before the school was closed on March 16: learning activities, such as school and homework, accompanied by an adult (not at school)
3;v2e_vokind3_v2_col2_vokind3;if (v0b > 2 || p_v0b > 2) ;Number of (whole) hours spent in a normal week before the school was closed on March 16: Reading books yourself (not at school)
3;v2f_vokind3_v2_col2_vokind3;if (v0b > 2 || p_v0b > 2) ;Number of (whole) hours spent in a normal week before the school was closed on March 16: To be read aloud by an adult (not at school)
3;v2g_vokind3_v2_col2_vokind3;if (v0b > 2 || p_v0b > 2) ;Number of (whole) hours spent in a normal week before the school was closed on March 16: Free play/other indoor and outdoor activities (not at school)
3;v2h_vokind3_v2_col2_vokind3;if (v0b > 2 || p_v0b > 2) ;Number of (whole) hours spent in a normal week before the school was closed on March 16: Free play/other indoor and outdoor activities supervised by an adult (not at school)
3;v2i_vokind3_v2_col2_vokind3;if (v0b > 2 || p_v0b > 2) ;Number of (whole) hours spent in a normal week before the school was closed on March 16: Domestic chores/ taking care of younger siblings
3;v2j_vokind3_v2_col2_vokind3;if (v0b > 2 || p_v0b > 2) ;Number of (whole) hours spent in a normal week before the school was closed on March 16: Sleep and rest (e.g. also lazing, thinking, being sick, etc.)
3;v2k_vokind3_v2_col2_vokind3;if (v0b > 2 || p_v0b > 2) ;Number of (whole) hours spent in a normal week before the school was closed on March 16: Other activities (e.g. eating, showering, chatting)
3;v2a_vokind4_v2_col1_vokind4;if (v0b > 3 || p_v0b > 3) ;Number of (whole) hours spent in a normal week when the school was closed: At School/After-school care
3;v2b_vokind4_v2_col1_vokind4;if (v0b > 3 || p_v0b > 3) ;Number of (whole) hours spent in a normal week when the school was closed: Watching television, gaming, smartphone, laptop, computer, etc. (digital activities)
3;v2c_vokind4_v2_col1_vokind4;if (v0b > 3 || p_v0b > 3) ;Number of (whole) hours spent in a normal week when the school was closed: Engaged in learning activities, such as doing school and homework, but not at school
3;v2d_vokind4_v2_col1_vokind4;if (v0b > 3 || p_v0b > 3) ;Number of (whole) hours spent in a normal week when the school was closed: learning activities, such as school and homework, accompanied by an adult (not at school)
3;v2e_vokind4_v2_col1_vokind4;if (v0b > 3 || p_v0b > 3) ;Number of (whole) hours spent in a normal week when the school was closed: Reading books yourself (not at school)
3;v2f_vokind4_v2_col1_vokind4;if (v0b > 3 || p_v0b > 3) ;Number of (whole) hours spent in a normal week when the school was closed: To be read aloud by an adult (not at school)
3;v2g_vokind4_v2_col1_vokind4;if (v0b > 3 || p_v0b > 3) ;Number of (whole) hours spent in a normal week when the school was closed: Free play/other indoor and outdoor activities (not at school)
3;v2h_vokind4_v2_col1_vokind4;if (v0b > 3 || p_v0b > 3) ;Number of (whole) hours spent in a normal week when the school was closed: Free play/other indoor and outdoor activities supervised by an adult (not at school)
3;v2i_vokind4_v2_col1_vokind4;if (v0b > 3 || p_v0b > 3) ;Number of (whole) hours spent in a normal week when the school was closed: Domestic chores/ taking care of younger siblings
3;v2j_vokind4_v2_col1_vokind4;if (v0b > 3 || p_v0b > 3) ;Number of (whole) hours spent in a normal week when the school was closed: Sleep and rest (e.g. also lazing, thinking, being sick, etc.)
3;v2k_vokind4_v2_col1_vokind4;if (v0b > 3 || p_v0b > 3) ;Number of (whole) hours spent in a normal week when the school was closed: Other activities (e.g. eating, showering, chatting)
3;v2a_vokind4_v2_col2_vokind4;if (v0b > 3 || p_v0b > 3) ;Number of (whole) hours spent in a normal week before the school was closed on March 16: At School/After-school care
3;v2b_vokind4_v2_col2_vokind4;if (v0b > 3 || p_v0b > 3) ;Number of (whole) hours spent in a normal week before the school was closed on March 16: Watching television, gaming, smartphone, laptop, computer, etc. (digital activities)
3;v2c_vokind4_v2_col2_vokind4;if (v0b > 3 || p_v0b > 3) ;Number of (whole) hours spent in a normal week before the school was closed on March 16: Engaged in learning activities, such as doing school and homework, but not at school
3;v2d_vokind4_v2_col2_vokind4;if (v0b > 3 || p_v0b > 3) ;Number of (whole) hours spent in a normal week before the school was closed on March 16: learning activities, such as school and homework, accompanied by an adult (not at school)
3;v2e_vokind4_v2_col2_vokind4;if (v0b > 3 || p_v0b > 3) ;Number of (whole) hours spent in a normal week before the school was closed on March 16: Reading books yourself (not at school)
3;v2f_vokind4_v2_col2_vokind4;if (v0b > 3 || p_v0b > 3) ;Number of (whole) hours spent in a normal week before the school was closed on March 16: To be read aloud by an adult (not at school)
3;v2g_vokind4_v2_col2_vokind4;if (v0b > 3 || p_v0b > 3) ;Number of (whole) hours spent in a normal week before the school was closed on March 16: Free play/other indoor and outdoor activities (not at school)
3;v2h_vokind4_v2_col2_vokind4;if (v0b > 3 || p_v0b > 3) ;Number of (whole) hours spent in a normal week before the school was closed on March 16: Free play/other indoor and outdoor activities supervised by an adult (not at school)
3;v2i_vokind4_v2_col2_vokind4;if (v0b > 3 || p_v0b > 3) ;Number of (whole) hours spent in a normal week before the school was closed on March 16: Domestic chores/ taking care of younger siblings
3;v2j_vokind4_v2_col2_vokind4;if (v0b > 3 || p_v0b > 3) ;Number of (whole) hours spent in a normal week before the school was closed on March 16: Sleep and rest (e.g. also lazing, thinking, being sick, etc.)
3;v2k_vokind4_v2_col2_vokind4;if (v0b > 3 || p_v0b > 3) ;Number of (whole) hours spent in a normal week before the school was closed on March 16: Other activities (e.g. eating, showering, chatting)
3;v2a_vokind5_v2_col1_vokind5;if (v0b > 4 || p_v0b > 4) ;Number of (whole) hours spent in a normal week when the school was closed: At School/After-school care
3;v2b_vokind5_v2_col1_vokind5;if (v0b > 4 || p_v0b > 4) ;Number of (whole) hours spent in a normal week when the school was closed: Watching television, gaming, smartphone, laptop, computer, etc. (digital activities)
3;v2c_vokind5_v2_col1_vokind5;if (v0b > 4 || p_v0b > 4) ;Number of (whole) hours spent in a normal week when the school was closed: Engaged in learning activities, such as doing school and homework, but not at school
3;v2d_vokind5_v2_col1_vokind5;if (v0b > 4 || p_v0b > 4) ;Number of (whole) hours spent in a normal week when the school was closed: learning activities, such as school and homework, accompanied by an adult (not at school)
3;v2e_vokind5_v2_col1_vokind5;if (v0b > 4 || p_v0b > 4) ;Number of (whole) hours spent in a normal week when the school was closed: Reading books yourself (not at school)
3;v2f_vokind5_v2_col1_vokind5;if (v0b > 4 || p_v0b > 4) ;Number of (whole) hours spent in a normal week when the school was closed: To be read aloud by an adult (not at school)
3;v2g_vokind5_v2_col1_vokind5;if (v0b > 4 || p_v0b > 4) ;Number of (whole) hours spent in a normal week when the school was closed: Free play/other indoor and outdoor activities (not at school)
3;v2h_vokind5_v2_col1_vokind5;if (v0b > 4 || p_v0b > 4) ;Number of (whole) hours spent in a normal week when the school was closed: Free play/other indoor and outdoor activities supervised by an adult (not at school)
3;v2i_vokind5_v2_col1_vokind5;if (v0b > 4 || p_v0b > 4) ;Number of (whole) hours spent in a normal week when the school was closed: Domestic chores/ taking care of younger siblings
3;v2j_vokind5_v2_col1_vokind5;if (v0b > 4 || p_v0b > 4) ;Number of (whole) hours spent in a normal week when the school was closed: Sleep and rest (e.g. also lazing, thinking, being sick, etc.)
3;v2k_vokind5_v2_col1_vokind5;if (v0b > 4 || p_v0b > 4) ;Number of (whole) hours spent in a normal week when the school was closed: Other activities (e.g. eating, showering, chatting)
3;v2a_vokind5_v2_col2_vokind5;if (v0b > 4 || p_v0b > 4) ;Number of (whole) hours spent in a normal week before the school was closed on March 16: At School/After-school care
3;v2b_vokind5_v2_col2_vokind5;if (v0b > 4 || p_v0b > 4) ;Number of (whole) hours spent in a normal week before the school was closed on March 16: Watching television, gaming, smartphone, laptop, computer, etc. (digital activities)
3;v2c_vokind5_v2_col2_vokind5;if (v0b > 4 || p_v0b > 4) ;Number of (whole) hours spent in a normal week before the school was closed on March 16: Engaged in learning activities, such as doing school and homework, but not at school
